#Organism/Name,BioProject,Group,SubGroup,Size (Mb),GC%,Chromosomes/RefSeq,Chromosomes/INSDC,Plasmids/RefSeq,Plasmids/INSDC,WGS,Scaffolds,Genes,Proteins,Release Date,Modify Date,Status
Zymomonas mobilis subsp. mobilis str. CP4 = NRRL B-14023,PRJNA167436,Proteobacteria,Alphaproteobacteria,2.14718,45.9925,-,CP003715.1,-,"CP003717.1,CP003719.1,CP003716.1,CP003718.1",-,5,1896,1830,2/20/2014,2/20/2014,Complete
Bifidobacterium breve S27,PRJNA214956,Actinobacteria,Actinobacteria,2.29446,58.7,-,CP006716.1,-,-,-,1,1896,1748,2/14/2014,2/14/2014,Complete
Francisella cf. novicida 3523,PRJNA162107,Proteobacteria,Gammaproteobacteria,1.94531,32.3,NC_017449.1,CP002558.1,-,-,-,1,1898,1854,4/8/2011,6/11/2013,Complete
Lactobacillus gasseri ATCC 33323,PRJNA57687,Firmicutes,Bacilli,1.89436,35.3,NC_008530.1,CP000413.1,-,-,-,1,1898,1755,10/13/2006,1/28/2014,Complete
Haemophilus influenzae 86-028NP,PRJNA58093,Proteobacteria,Gammaproteobacteria,1.91449,38.2,NC_007146.2,CP000057.2,-,-,-,1,1899,1792,6/21/2005,1/30/2014,Complete
Streptococcus constellatus subsp. pharyngis C232,PRJNA217998,Firmicutes,Bacilli,1.93541,38.2,NC_022236.1,CP003800.1,-,-,-,1,1899,1756,9/3/2013,9/4/2013,Complete
Streptococcus constellatus subsp. pharyngis C818,PRJNA218001,Firmicutes,Bacilli,1.93566,38.2,NC_022245.1,CP003840.1,-,-,-,1,1899,1754,9/3/2013,9/4/2013,Complete
Prochlorococcus marinus str. MIT 9211,PRJNA58309,Cyanobacteria,Prochlorales,1.68896,38,NC_009976.1,CP000878.1,-,-,-,1,1900,1854,11/13/2007,12/11/2013,Complete
Lactobacillus reuteri JCM 1112,PRJNA58875,Firmicutes,Bacilli,2.03941,38.9,NC_010609.1,AP007281.1,-,-,-,1,1901,1820,4/16/2008,6/10/2013,Complete
Leuconostoc mesenteroides KFRI-MG,PRJNA18679,Firmicutes,Bacilli,1.89641,37.7,-,CP000574.1,-,-,-,1,1901,1820,1/3/2014,1/3/2014,Complete
Bifidobacterium bifidum BGN4,PRJNA167988,Actinobacteria,Actinobacteria,2.22366,62.6,NC_017999.1,CP001361.1,-,-,-,1,1902,1834,6/5/2012,6/11/2013,Complete
Leuconostoc citreum KM20,PRJNA58481,Firmicutes,Bacilli,1.89661,38.8804,NC_010471.1,DQ489736.1,"NC_010467.1,NC_010469.1,NC_010470.1,NC_010466.1","DQ489738.1,DQ489739.1,DQ489740.1,DQ489737.1",-,5,1903,1820,3/12/2008,6/7/2013,Complete
Streptococcus intermedius B196,PRJNA218000,Firmicutes,Bacilli,1.99621,37.6,NC_022246.1,CP003857.1,-,-,-,1,1904,1814,9/3/2013,12/4/2013,Complete
Bifidobacterium thermophilum RBL67,PRJNA193770,Actinobacteria,Actinobacteria,2.29164,60.1,NC_020546.1,CP004346.1,-,-,-,1,1904,1845,3/20/2013,1/30/2014,Complete
Thermotoga sp. RQ2,PRJNA58935,Thermotogae,Thermotogae,1.87769,46.2,NC_010483.1,CP000969.1,-,-,-,1,1905,1819,3/18/2008,12/11/2013,Complete
Streptococcus pyogenes str. Manfredo,PRJNA57847,Firmicutes,Bacilli,1.84127,38.6,NC_009332.1,AM295007.1,-,-,-,1,1906,1745,2/5/2007,6/10/2013,Complete
Streptococcus uberis 0140J,PRJNA57959,Firmicutes,Bacilli,1.85235,36.6,NC_012004.1,AM946015.1,-,-,-,1,1908,1762,1/28/2009,6/10/2013,Complete
Thermodesulfobium narugense DSM 14796,PRJNA66601,Firmicutes,Clostridia,1.89887,33.9,NC_015499.1,CP002690.1,-,-,-,1,1910,1807,5/5/2011,7/6/2013,Complete
Nitratiruptor sp. SB155-2,PRJNA58861,Proteobacteria,delta/epsilon subdivisions,1.87793,39.7,NC_009662.1,AP009178.1,-,-,-,1,1910,1843,7/11/2007,6/10/2013,Complete
Lactobacillus fermentum IFO 3956,PRJNA58865,Firmicutes,Bacilli,2.09869,51.5,NC_010610.1,AP008937.1,-,-,-,1,1912,1843,4/16/2008,6/10/2013,Complete
Desulfurella acetivorans A63,PRJNA76511,Proteobacteria,delta/epsilon subdivisions,1.81999,32.1021,-,CP007051.1,-,CP007052.1,-,2,1912,1833,1/13/2014,1/13/2014,Complete
Spiribacter sp. UAH-SP71,PRJNA226111,Proteobacteria,Gammaproteobacteria,1.92663,63.9,NC_022664.1,CP005990.1,-,-,-,1,1912,1862,10/29/2013,1/30/2014,Complete
Bifidobacterium breve NCFB 2258,PRJNA214954,Actinobacteria,Actinobacteria,2.3159,58.7,-,CP006714.1,-,-,-,1,1913,1834,2/14/2014,2/14/2014,Complete
Bifidobacterium breve 689b,PRJNA214955,Actinobacteria,Actinobacteria,2.33171,58.7,-,CP006715.1,-,-,-,1,1914,1821,2/14/2014,2/14/2014,Complete
Streptococcus pyogenes A20,PRJNA178106,Firmicutes,Bacilli,1.83728,38.5,NC_018936.1,CP003901.1,-,-,-,1,1915,1828,10/22/2012,6/11/2013,Complete
Helicobacter hepaticus ATCC 51449,PRJNA57737,Proteobacteria,delta/epsilon subdivisions,1.79915,35.9,NC_004917.1,AE017125.1,-,-,-,1,1916,1876,6/26/2003,6/10/2013,Complete
Anaerococcus prevotii DSM 20548,PRJNA59219,Firmicutes,Clostridia,1.99863,35.6663,NC_013171.1,CP001708.1,NC_013164.1,CP001709.1,-,2,1916,1806,8/28/2009,12/11/2013,Complete
Lactobacillus johnsonii NCC 533,PRJNA58029,Firmicutes,Bacilli,1.99268,34.6,NC_005362.1,AE017198.1,-,-,-,1,1918,1821,2/2/2004,6/27/2013,Complete
Lactobacillus helveticus CNRZ32,PRJNA212302,Firmicutes,Bacilli,2.22596,36.9,NC_021744.1,CP002081.1,-,-,-,1,1923,1685,7/11/2013,9/6/2013,Complete
Zymomonas mobilis subsp. mobilis NRRL B-12526,PRJNA167429,Proteobacteria,Alphaproteobacteria,2.179,45.9583,-,CP003709.1,-,"CP003713.1,CP003712.1,CP003714.1,CP003711.1,CP003710.1",-,6,1923,1856,2/20/2014,2/20/2014,Complete
Veillonella parvula DSM 2008,PRJNA41927,Firmicutes,Negativicutes,2.13214,38.6,NC_013520.1,CP001820.1,-,-,-,1,1923,1844,11/19/2009,12/11/2013,Complete
Streptococcus pyogenes MGAS8232,PRJNA57871,Firmicutes,Bacilli,1.89502,38.5,NC_003485.1,AE009949.1,-,-,-,1,1924,1839,1/31/2002,6/10/2013,Complete
Sphaerochaeta coccoides DSM 17374,PRJNA66331,Spirochaetes,Spirochaetia,2.2273,50.6,NC_015436.1,CP002659.1,-,-,-,1,1924,1822,4/21/2011,7/6/2013,Complete
Lactobacillus acidophilus NCFM,PRJNA57685,Firmicutes,Bacilli,1.99356,34.7,NC_006814.3,CP000033.3,-,-,-,1,1927,1832,1/27/2005,1/30/2014,Complete
Thermotoga maritima MSB8,PRJNA57723,Thermotogae,Thermotogae,1.86072,46.2,NC_000853.1,AE000512.1,-,-,-,1,1928,1858,6/1/1999,7/22/2013,Complete
Prochlorococcus marinus subsp. marinus str. CCMP1375,PRJNA57995,Cyanobacteria,Prochlorales,1.75108,36.4,NC_005042.1,AE017126.1,-,-,-,1,1930,1882,7/25/2003,1/30/2014,Complete
Zymomonas mobilis subsp. mobilis str. CP4 = NRRL B-14023,PRJNA229874,Proteobacteria,Alphaproteobacteria,2.16324,45.9516,NC_022900.1,CP006818.1,"NC_022901.1,NC_022903.1,NC_022913.1,NC_022910.1,NC_022902.1","CP006891.1,CP006894.1,CP006892.1,CP006895.1,CP006893.1",-,6,1930,1840,11/25/2013,11/26/2013,Complete
Thermotoga maritima MSB8,PRJNA63051,Thermotogae,Thermotogae,1.86964,46.2,-,-,-,-,-,1,1930,1871,12/20/2013,12/20/2013,Complete
Streptococcus pyogenes SSI-1,PRJNA57895,Firmicutes,Bacilli,1.89427,38.6,NC_004606.1,BA000034.2,-,-,-,1,1931,1859,3/4/2003,6/10/2013,Complete
Zymomonas mobilis subsp. mobilis ATCC 10988,PRJNA55403,Proteobacteria,Alphaproteobacteria,2.14346,46.0424,NC_017262.1,CP002850.1,"NC_017181.1,NC_017184.1,NC_017182.1,NC_017180.1,NC_017183.1,NC_017185.1","CP002853.1,CP002854.1,CP002855.1,CP002851.1,CP002852.1,CP002856.1",-,7,1931,1803,6/13/2011,7/17/2013,Complete
Francisella tularensis subsp. holarctica OSU18,PRJNA58687,Proteobacteria,Gammaproteobacteria,1.89573,32.2,NC_008369.1,CP000437.1,-,-,-,1,1932,1555,9/20/2006,6/10/2013,Complete
Leuconostoc sp. C2,PRJNA68743,Firmicutes,Bacilli,1.87727,37.9,NC_015734.1,CP002898.1,-,-,-,1,1935,1855,6/30/2011,1/30/2014,Complete
Streptococcus parauberis KCTC 11537,PRJNA67355,Firmicutes,Bacilli,2.14389,35.5,NC_015558.1,CP002471.1,-,-,-,1,1937,1868,5/17/2011,1/30/2014,Complete
Streptococcus suis 05HAS68,PRJNA17157,Firmicutes,Bacilli,2.18836,41.2,-,CP002007.1,-,-,-,1,1938,1870,1/9/2014,1/13/2014,Complete
Corynebacterium argentoratense DSM 44202,PRJNA217419,Actinobacteria,Actinobacteria,2.0319,58.9,NC_022198.1,CP006365.1,-,-,-,-,1939,1875,8/27/2013,1/30/2014,Complete
Campylobacter jejuni RM1221,PRJNA57899,Proteobacteria,delta/epsilon subdivisions,1.77783,30.3,NC_003912.7,CP000025.1,-,-,-,1,1940,1838,5/16/2002,6/10/2013,Complete
Streptococcus constellatus subsp. pharyngis C1050,PRJNA218002,Firmicutes,Bacilli,1.99116,38.1,NC_022238.1,CP003859.1,-,-,-,1,1943,1797,9/3/2013,9/4/2013,Complete
Streptococcus sp. I-G2,PRJNA224251,Firmicutes,Bacilli,1.99257,42.1,NC_022584.1,CP006805.1,-,-,-,1,1943,1834,10/24/2013,12/11/2013,Complete
Thermotoga maritima MSB8,PRJNA202924,Thermotogae,Thermotogae,1.86961,46.2,NC_021214.1,CP004077.1,-,-,-,1,1946,1891,5/13/2013,12/11/2013,Complete
Hydrogenobacter thermophilus TK-6,PRJNA159875,Aquificae,Aquificae,1.74293,44,NC_017161.1,CP002221.1,-,-,-,1,1948,1869,10/15/2010,12/31/2013,Complete
Streptococcus pyogenes MGAS5005,PRJNA58337,Firmicutes,Bacilli,1.83855,38.5,NC_007297.1,CP000017.1,-,-,-,1,1950,1865,8/5/2005,8/28/2013,Complete
Streptococcus suis S735,PRJNA174333,Firmicutes,Bacilli,1.98089,41.4,NC_018526.1,CP003736.1,-,-,-,1,1950,1882,9/4/2012,6/11/2013,Complete
Streptococcus pyogenes MGAS315,PRJNA57911,Firmicutes,Bacilli,1.90052,38.6,NC_004070.1,AE014074.1,-,-,-,1,1951,1865,7/18/2002,6/10/2013,Complete
Lactobacillus sakei subsp. sakei 23K,PRJNA58281,Firmicutes,Bacilli,1.88466,41.3,NC_007576.1,CR936503.1,-,-,-,1,1955,1871,10/21/2005,8/27/2013,Complete
Streptococcus pneumoniae SPN034156,PRJNA197185,Firmicutes,Bacilli,2.02448,39.9,NC_021006.1,FQ312045.1,-,-,-,1,1956,1799,7/29/2010,10/11/2013,Complete
Melissococcus plutonius DAT561,PRJNA89371,Firmicutes,Bacilli,2.04525,31.0097,NC_016938.1,AP012282.1,NC_018265.1,AP012283.1,Unplaced,2,1956,1827,2/17/2012,6/11/2013,Complete
Lactobacillus acidophilus La-14,PRJNA201479,Firmicutes,Bacilli,1.99158,34.7,NC_021181.2,CP005926.2,-,-,-,1,1957,1876,5/6/2013,1/30/2014,Complete
Streptococcus mutans GS-5,PRJNA169223,Firmicutes,Bacilli,2.02709,36.8,NC_018089.1,CP003686.1,-,-,-,1,1958,1878,6/25/2012,6/11/2013,Complete
Prochlorococcus marinus str. MIT 9301,PRJNA58437,Cyanobacteria,Prochlorales,1.64188,31.3,NC_009091.1,CP000576.1,-,-,-,1,1962,1906,3/5/2007,1/30/2014,Complete
Streptococcus pyogenes MGAS9429,PRJNA58569,Firmicutes,Bacilli,1.83647,38.5,NC_008021.1,CP000259.1,-,-,-,1,1962,1877,5/4/2006,8/28/2013,Complete
Hydrogenobacter thermophilus TK-6,PRJNA45927,Aquificae,Aquificae,1.74314,44,NC_013799.1,AP011112.1,-,-,-,1,1963,1893,2/11/2010,6/10/2013,Complete
Prochlorococcus marinus str. MIT 9515,PRJNA58313,Cyanobacteria,Prochlorales,1.70418,30.8,NC_008817.1,CP000552.1,-,-,-,1,1964,1905,1/19/2007,6/10/2013,Complete
Moraxella catarrhalis BBH18,PRJNA48809,Proteobacteria,Gammaproteobacteria,1.86329,41.7,NC_014147.1,CP002005.1,-,-,-,1,1964,1886,5/11/2010,6/10/2013,Complete
Rothia mucilaginosa DY-18,PRJNA43093,Actinobacteria,Actinobacteria,2.2646,59.6,NC_013715.1,AP011540.1,-,-,-,1,1964,1904,1/6/2010,6/10/2013,Complete
Prochlorococcus marinus str. AS9601,PRJNA58307,Cyanobacteria,Prochlorales,1.66989,31.3,NC_008816.1,CP000551.1,-,-,-,1,1965,1920,1/19/2007,6/10/2013,Complete
Mobiluncus curtisii ATCC 43063,PRJNA49695,Actinobacteria,Actinobacteria,2.14648,55.4,NC_014246.1,CP001992.1,-,-,-,1,1966,1909,6/14/2010,11/13/2013,Complete
Streptococcus pneumoniae R6,PRJNA57859,Firmicutes,Bacilli,2.03862,39.7,NC_003098.1,AE007317.1,-,-,-,1,1967,1813,10/3/2001,1/30/2014,Complete
Francisella philomiragia subsp. philomiragia ATCC 25017,PRJNA59105,Proteobacteria,Gammaproteobacteria,2.04971,32.5919,NC_010336.1,CP000937.1,NC_010331.1,CP000938.1,-,2,1970,1915,2/11/2008,1/28/2014,Complete
Streptococcus pyogenes MGAS10394,PRJNA58105,Firmicutes,Bacilli,1.89988,38.7,NC_006086.1,CP000003.1,-,-,-,1,1971,1886,8/3/2004,6/10/2013,Complete
Aminobacterium colombiense DSM 12261,PRJNA47083,Synergistetes,Synergistia,1.98059,45.3,NC_014011.1,CP001997.1,-,-,-,1,1972,1876,4/5/2010,1/28/2014,Complete
Thermovirga lienii DSM 17291,PRJNA77129,Synergistetes,Synergistia,1.99965,47.1032,NC_016148.1,CP003096.1,NC_016149.1,CP003097.1,-,2,1972,1875,11/3/2011,7/17/2013,Complete
Streptococcus thermophilus LMG 18311,PRJNA58219,Firmicutes,Bacilli,1.79685,39.1,NC_006448.1,CP000023.1,-,-,-,1,1973,1888,11/15/2004,6/10/2013,Complete
Dictyoglomus thermophilum H-6-12,PRJNA59439,Dictyoglomi,Dictyoglomia,1.95999,33.7,NC_011297.1,CP001146.1,-,-,-,1,1973,1912,9/26/2008,6/10/2013,Complete
Streptococcus pneumoniae SPN994038,PRJNA197187,Firmicutes,Bacilli,2.02624,39.8,NC_021026.1,FQ312041.2,-,-,-,1,1974,1819,7/29/2010,10/11/2013,Complete
Streptococcus pneumoniae SPN994039,PRJNA197188,Firmicutes,Bacilli,2.0265,39.8,NC_021005.1,FQ312044.2,-,-,-,1,1974,1819,7/29/2010,10/11/2013,Complete
Streptococcus mutans NN2025,PRJNA46353,Firmicutes,Bacilli,2.01359,36.8,NC_013928.1,AP010655.1,-,-,-,1,1974,1893,8/1/2009,8/27/2013,Complete
Streptococcus dysgalactiae subsp. equisimilis RE378,PRJDA176684,Firmicutes,Bacilli,2.15115,39.5,NC_018712.1,AP011114.1,-,-,-,1,1975,1876,10/3/2012,8/27/2013,Complete
Pediococcus claussenii ATCC BAA-344,PRJNA81103,Firmicutes,Bacilli,1.97879,36.999,NC_016605.1,CP003137.1,"NC_016606.1,NC_017019.1,NC_017017.1,NC_016607.1,NC_017018.1,NC_016608.1,NC_016635.1,NC_016636.1","CP003139.1,CP003145.2,CP003143.1,CP003141.1,CP003144.1,CP003142.1,CP003138.1,CP003140.1",-,9,1976,1881,12/14/2011,6/8/2013,Complete
Streptococcus pyogenes MGAS6180,PRJNA58335,Firmicutes,Bacilli,1.89757,38.4,NC_007296.1,CP000056.1,-,-,-,1,1977,1894,8/4/2005,8/28/2013,Complete
Zymomonas mobilis subsp. mobilis NCIMB 11163,PRJNA41019,Proteobacteria,Alphaproteobacteria,2.22352,46.6156,NC_013355.1,CP001722.1,"NC_013356.1,NC_013357.1,NC_013358.1","CP001723.1,CP001724.1,CP001725.1",-,4,1978,1884,9/15/2009,12/11/2013,Complete
Streptococcus pyogenes MGAS2096,PRJNA58573,Firmicutes,Bacilli,1.86035,38.7,NC_008023.1,CP000261.1,-,-,-,1,1979,1898,5/4/2006,8/28/2013,Complete
Helicobacter heilmannii ASB1.4,PRJEB367,Proteobacteria,delta/epsilon subdivisions,1.8046,47.8,-,HE984298.2,-,-,-,1,1983,1928,10/15/2012,7/31/2013,Complete
Haemophilus influenzae 10810,PRJNA86647,Proteobacteria,Gammaproteobacteria,1.98154,38.1,NC_016809.1,FQ312006.1,-,-,-,1,1984,1903,7/23/2010,6/11/2013,Complete
Streptococcus pneumoniae SPN034183,PRJNA197186,Firmicutes,Bacilli,2.03725,39.8,NC_021028.1,FQ312043.1,-,-,-,1,1985,1819,7/29/2010,10/11/2013,Complete
Bifidobacterium breve UCC2003,PRJNA193702,Actinobacteria,Actinobacteria,2.42268,58.7,NC_020517.1,CP000303.1,-,-,-,1,1985,1854,7/6/2011,6/11/2013,Complete
Thermotoga neapolitana DSM 4359,PRJNA59065,Thermotogae,Thermotogae,1.88456,46.9,NC_011978.1,CP000916.1,-,-,-,1,1988,1937,1/27/2009,1/30/2014,Complete
Streptococcus oralis Uo5,PRJNA65449,Firmicutes,Bacilli,1.95869,41.1,NC_015291.1,FR720602.1,-,-,-,1,1989,1905,3/23/2011,8/28/2013,Complete
Francisella noatunensis subsp. orientalis LADL--07-285A,PRJNA231515,Proteobacteria,Gammaproteobacteria,1.85899,32.3,NC_023029.1,CP006875.1,-,-,-,1,1991,1624,12/11/2013,12/12/2013,Complete
Thermosipho melanesiensis BI429,PRJNA58683,Thermotogae,Thermotogae,1.91524,31.4,NC_009616.1,CP000716.1,-,-,-,1,1992,1879,6/26/2007,12/11/2013,Complete
Leuconostoc gasicomitatum LMG 18811,PRJNA50385,Firmicutes,Bacilli,1.95408,36.7,NC_014319.1,FN822744.1,-,-,-,1,1993,1912,6/30/2010,6/10/2013,Complete
Lactobacillus amylovorus GRL1118,PRJNA160233,Firmicutes,Bacilli,1.97709,37.9883,NC_017470.1,CP002609.1,"NC_017472.1,NC_017471.1","CP002611.1,CP002610.1",-,3,1994,1920,3/29/2011,1/30/2014,Complete
Streptococcus sp. I-P16,PRJNA224252,Firmicutes,Bacilli,2.02358,42.1,NC_022582.1,CP006776.1,-,-,-,1,1994,1896,10/24/2013,12/11/2013,Complete
Neisseria meningitidis alpha14,PRJNA61649,Proteobacteria,Betaproteobacteria,2.14529,51.9,NC_013016.1,AM889136.1,-,-,-,1,1996,1872,7/23/2009,6/10/2013,Complete
Melissococcus plutonius ATCC 35311,PRJNA66803,Firmicutes,Bacilli,2.06873,31.211,NC_015516.1,AP012200.1,NC_015517.1,AP012201.1,-,2,1997,1885,5/10/2011,7/6/2013,Complete
Streptococcus thermophilus CNRZ1066,PRJNA58221,Firmicutes,Bacilli,1.79623,39.1,NC_006449.1,CP000024.1,-,-,-,1,1999,1914,11/15/2004,1/30/2014,Complete
Bifidobacterium breve JCM 7019,PRJNA214951,Actinobacteria,Actinobacteria,2.35901,58.6,-,CP006713.1,-,-,-,1,1999,1915,2/14/2014,2/14/2014,Complete
Waddlia chondrophila WSU 86-1044,PRJNA49531,Chlamydiae/Verrucomicrobia group,Chlamydiae,2.13191,43.7547,NC_014225.1,CP001928.1,NC_014226.1,CP001929.1,-,2,1999,1956,6/3/2010,6/8/2013,Complete
Streptococcus equi subsp. zooepidemicus MGCS10565,PRJNA59263,Firmicutes,Bacilli,2.02417,41.8,NC_011134.1,CP001129.1,-,-,-,1,2001,1893,8/11/2008,6/27/2013,Complete
Francisella tularensis subsp. holarctica PHIT-FT049,PRJNA230014,Proteobacteria,Gammaproteobacteria,1.88119,32.2,-,CP007148.1,-,-,-,1,2002,1670,1/30/2014,1/30/2014,Complete
Streptococcus pneumoniae INV104,PRJNA162039,Firmicutes,Bacilli,2.14212,39.6,NC_017591.1,FQ312030.1,-,-,-,1,2003,1820,7/29/2010,6/11/2013,Complete
Streptococcus thermophilus LMD-9,PRJNA58327,Firmicutes,Bacilli,1.86418,39.0878,NC_008532.1,CP000419.1,"NC_008501.1,NC_008500.1","CP000421.1,CP000420.1",-,3,2004,1711,10/13/2006,1/28/2014,Complete
Orientia tsutsugamushi str. Ikeda,PRJNA58869,Proteobacteria,Alphaproteobacteria,2.00899,30.5,NC_010793.1,AP008981.1,-,-,-,1,2005,1967,5/30/2008,6/10/2013,Complete
Streptococcus mutans LJ23,PRJDA162197,Firmicutes,Bacilli,2.01563,37.1,NC_017768.1,AP012336.1,-,-,-,1,2005,1921,3/6/2012,6/11/2013,Complete
Streptococcus suis TL13,PRJNA203123,Firmicutes,Bacilli,2.03815,41.3,NC_021213.1,CP003993.1,-,-,-,1,2007,1939,5/13/2013,1/30/2014,Complete
Corynebacterium urealyticum DSM 7111,PRJNA188688,Actinobacteria,Actinobacteria,2.31607,64.2,NC_020230.1,CP004085.1,-,-,-,1,2007,1935,2/6/2013,1/30/2014,Complete
Streptococcus lutetiensis 033,PRJNA213397,Firmicutes,Bacilli,1.97555,37.7,NC_021900.1,CP003025.1,-,-,-,1,2007,1881,7/26/2013,1/30/2014,Complete
Bifidobacterium longum subsp. longum JCM 1217,PRJNA62695,Actinobacteria,Actinobacteria,2.38516,60.3,NC_015067.1,AP010888.1,-,-,-,1,2009,1924,1/29/2011,7/6/2013,Complete
Streptococcus suis P1/7,PRJEA32235,Firmicutes,Bacilli,2.00749,41.3,NC_012925.1,AM946016.1,-,-,-,1,2011,1824,7/7/2009,6/10/2013,Complete
Streptococcus suis SC070731,PRJNA193769,Firmicutes,Bacilli,2.13857,41.2,NC_020526.1,CP003922.1,-,-,-,1,2011,1933,3/6/2013,6/11/2013,Complete
Bifidobacterium breve ACS-071-V-Sch8b,PRJNA158863,Actinobacteria,Actinobacteria,2.32749,58.7,NC_017218.1,CP002743.1,-,-,-,1,2011,1826,5/17/2011,12/11/2013,Complete
Helicobacter bizzozeronii CIII-1,PRJNA68141,Proteobacteria,delta/epsilon subdivisions,1.80753,45.8905,NC_015674.1,FR871757.1,NC_015670.1,FR871758.1,-,2,2012,1971,6/8/2011,7/6/2013,Complete
Porphyromonas gingivalis W83,PRJNA57641,Bacteroidetes/Chlorobi group,Bacteroidetes,2.34348,48.3,NC_002950.2,AE015924.1,-,-,-,1,2015,1909,12/7/2001,6/27/2013,Complete
Petrotoga mobilis SJ95,PRJNA58747,Thermotogae,Thermotogae,2.16955,34.1,NC_010003.1,CP000879.1,-,-,-,1,2015,1898,11/16/2007,12/11/2013,Complete
Francisella tularensis subsp. holarctica LVS,PRJNA58595,Proteobacteria,Gammaproteobacteria,1.89599,32.2,NC_007880.1,AM233362.1,-,-,-,1,2020,1754,3/2/2006,6/10/2013,Complete
Leuconostoc mesenteroides subsp. mesenteroides J18,PRJNA84337,Firmicutes,Bacilli,2.01643,37.6818,NC_016805.1,CP003101.1,"NC_016820.1,NC_016827.1,NC_016828.1,NC_016821.1,NC_016806.1","CP003103.1,CP003102.1,CP003105.1,CP003104.1,CP003106.1",-,6,2020,1937,11/10/2011,1/30/2014,Complete
Lactococcus garvieae ATCC 49156,PRJNA73413,Firmicutes,Bacilli,1.95013,38.8,NC_015930.1,AP009332.1,-,-,-,1,2024,1947,8/10/2011,6/27/2013,Complete
Aerococcus urinae ACS-120-V-Col10a,PRJNA64757,Firmicutes,Bacilli,2.08097,41.9,NC_015278.1,CP002512.1,-,-,-,1,2024,1726,3/23/2011,12/11/2013,Complete
Francisella sp. TX077308,PRJNA68321,Proteobacteria,Gammaproteobacteria,2.03593,32.9,NC_015696.1,CP002872.1,-,-,-,1,2025,1976,6/20/2011,6/11/2013,Complete
Lactobacillus delbrueckii subsp. bulgaricus ATCC BAA-365,PRJNA57987,Firmicutes,Bacilli,1.85695,49.7,NC_008529.1,CP000412.1,-,-,-,1,2026,1708,10/13/2006,1/28/2014,Complete
Lactobacillus reuteri DSM 20016,PRJNA58471,Firmicutes,Bacilli,1.99962,38.9,NC_009513.1,CP000705.1,-,-,-,1,2027,1900,6/1/2007,1/28/2014,Complete
Bifidobacterium longum subsp. longum JDM301,PRJNA49131,Actinobacteria,Actinobacteria,2.47784,59.8,NC_014169.1,CP002010.1,-,-,-,1,2035,1958,5/18/2010,1/30/2014,Complete
Prevotella sp. oral taxon 299 str. F0039,PRJNA45899,Bacteroidetes/Chlorobi group,Bacteroidetes,2.48027,37.5003,NC_022124.1,CP003666.1,NC_022111.1,CP003667.1,-,2,2035,1960,8/21/2013,12/18/2013,Complete
Campylobacter jejuni subsp. doylei 269.97,PRJNA58671,Proteobacteria,delta/epsilon subdivisions,1.84511,30.6,NC_009707.1,CP000768.1,-,-,-,1,2037,1731,7/20/2007,6/10/2013,Complete
Streptococcus pneumoniae OXC141,PRJNA162037,Firmicutes,Bacilli,2.03687,39.8,NC_017592.1,FQ312027.1,-,-,-,1,2037,1823,7/29/2010,10/11/2013,Complete
Streptococcus thermophilus ND03,PRJNA162015,Firmicutes,Bacilli,1.83195,39,NC_017563.1,CP002340.1,-,-,-,1,2038,1919,11/19/2010,6/11/2013,Complete
Thermosipho africanus TCF52B,PRJNA59095,Thermotogae,Thermotogae,2.01666,30.8,NC_011653.1,CP001185.1,-,-,-,1,2041,1954,12/10/2008,1/30/2014,Complete
Streptococcus mutans UA159,PRJNA57947,Firmicutes,Bacilli,2.03293,36.8,NC_004350.2,AE014133.2,-,-,-,1,2042,1960,10/25/2002,6/27/2013,Complete
Campylobacter fetus subsp. venerealis cfvi03/293,PRJNA183998,Proteobacteria,delta/epsilon subdivisions,1.99673,33.1124,-,CP006999.1,-,"CP007002.1,CP007000.1,CP007001.1",-,4,2043,1939,1/3/2014,2/13/2014,Complete
Neisseria meningitidis G2136,PRJNA162085,Proteobacteria,Betaproteobacteria,2.18486,51.7,NC_017513.1,CP002419.1,-,-,-,1,2045,1928,3/4/2011,6/11/2013,Complete
Lactococcus garvieae Lg2,PRJDA161935,Firmicutes,Bacilli,1.96396,38.8,NC_017490.1,AP009333.1,-,-,-,1,2045,1968,8/10/2011,6/11/2013,Complete
Neisseria meningitidis FAM18,PRJNA57825,Proteobacteria,Betaproteobacteria,2.19496,51.6,NC_008767.1,AM421808.1,-,-,-,1,2046,1917,1/4/2007,6/10/2013,Complete
Streptococcus thermophilus MN-ZLW-002,PRJNA166827,Firmicutes,Bacilli,1.84852,39.1,NC_017927.1,CP003499.1,-,-,-,1,2046,1910,5/14/2012,6/11/2013,Complete
Streptococcus suis GZ1,PRJNA161937,Firmicutes,Bacilli,2.03803,41.4,NC_017617.1,CP000837.1,-,-,-,1,2047,1977,3/30/2010,6/11/2013,Complete
Chlorobium chlorochromatii CaD3,PRJNA58375,Bacteroidetes/Chlorobi group,Chlorobi,2.57208,44.3,NC_007514.1,CP000108.1,-,-,-,1,2047,1999,10/26/2005,1/28/2014,Complete
Staphylococcus aureus subsp. aureus ST228,PRJNA193761,Firmicutes,Bacilli,2.78309,32.8693,NC_020568.1,HE579073.1,NC_020539.1,HE579074.1,-,2,2050,1981,10/5/2012,8/23/2013,Complete
